497.0661,199.5225,497.0661,52.40917,548.8975,52.40917,548.8975,199.5225
494.1207,199.5225,494.1207,55.35334,545.9522,55.35334,545.9522,199.5225
493.1389,199.5225,493.1389,55.35334,544.9704,55.35334,544.9704,199.5225
491.1754,198.5411,491.1754,55.35334,543.0068,55.35334,543.0068,198.5411
488.2301,198.5411,488.2301,55.35334,540.0615,55.35334,540.0615,198.5411
485.2848,195.5969,485.2848,55.35334,537.1162,55.35334,537.1162,195.5969
480.3759,195.5969,480.3759,55.35334,532.2073,55.35334,532.2073,195.5969
473.5035,195.5969,473.5035,55.35334,525.3349,55.35334,525.3349,195.5969
468.5946,194.6155,468.5946,54.37195,520.426,54.37195,520.426,194.6155
467.6128,194.6155,467.6128,54.37195,519.4443,54.37195,519.4443,194.6155
467.6128,194.6155,467.6128,54.37195,519.4443,54.37195,519.4443,194.6155
465.6493,194.6155,465.6493,54.37195,517.4807,54.37195,517.4807,194.6155
461.7222,194.6155,461.7222,54.37195,513.5536,54.37195,513.5536,194.6155
457.7951,194.6155,457.7951,54.37195,509.6265,54.37195,509.6265,194.6155
451.9044,195.5969,451.9044,55.35334,503.7358,55.35334,503.7358,195.5969
446.0138,195.5969,446.0138,55.35334,497.8452,55.35334,497.8452,195.5969
439.1414,193.6341,439.1414,55.35334,490.9728,55.35334,490.9728,193.6341
435.2143,193.6341,435.2143,55.35334,487.0457,55.35334,487.0457,193.6341
431.2872,193.6341,431.2872,55.35334,483.1186,55.35334,483.1186,193.6341
427.3601,193.6341,427.3601,55.35334,479.1915,55.35334,479.1915,193.6341
422.4512,193.6341,422.4512,55.35334,474.2826,55.35334,474.2826,193.6341
413.6152,191.6714,413.6152,55.35334,465.4467,55.35334,465.4467,191.6714
407.7246,191.6714,407.7246,55.35334,459.556,55.35334,459.556,191.6714
399.8704,193.6341,399.8704,57.31612,451.7018,57.31612,451.7018,193.6341
389.0709,195.5969,389.0709,59.2789,440.9023,59.2789,440.9023,195.5969
368.4536,196.5783,368.4536,61.24168,420.285,61.24168,420.285,196.5783
341.9457,197.5597,341.9457,62.22307,393.7771,62.22307,393.7771,197.5597
331.1462,197.5597,331.1462,62.22307,382.9776,62.22307,382.9776,197.5597
322.3102,198.5411,322.3102,63.20446,374.1416,63.20446,374.1416,198.5411
310.5289,200.5039,310.5289,65.16724,362.3604,65.16724,362.3604,200.5039
305.6201,198.5411,305.6201,64.18585,357.4515,64.18585,357.4515,198.5411
299.7294,197.5597,299.7294,63.20446,351.5608,63.20446,351.5608,197.5597
294.8205,198.5411,294.8205,64.18585,346.6519,64.18585,346.6519,198.5411
290.8934,196.5783,290.8934,67.13002,342.7249,67.13002,342.7249,196.5783
285.9846,196.5783,285.9846,67.13002,337.816,67.13002,337.816,196.5783
281.0757,196.5783,281.0757,67.13002,332.9071,67.13002,332.9071,196.5783
273.2215,196.5783,273.2215,69.0928,325.0529,69.0928,325.0529,196.5783
262.422,195.5969,262.422,71.05559,314.2534,71.05559,314.2534,195.5969
245.7318,196.5783,245.7318,72.03698,297.5632,72.03698,297.5632,196.5783
239.8412,195.5969,239.8412,71.05559,291.6726,71.05559,291.6726,195.5969
231.987,196.5783,231.987,72.03698,283.8184,72.03698,283.8184,196.5783
223.151,196.5783,223.151,72.03698,274.9824,72.03698,274.9824,196.5783
216.2786,198.5411,216.2786,73.99976,268.11,73.99976,268.11,198.5411
207.4426,198.5411,207.4426,73.99976,259.274,73.99976,259.274,198.5411
200.5702,196.5783,200.5702,72.03698,252.4016,72.03698,252.4016,196.5783
191.7342,196.5783,191.7342,72.03698,243.5657,72.03698,243.5657,196.5783
179.9529,199.5225,179.9529,74.98115,231.7844,74.98115,231.7844,199.5225
171.117,199.5225,171.117,74.98115,222.9484,74.98115,222.9484,199.5225
163.2628,198.5411,163.2628,73.99976,215.0942,73.99976,215.0942,198.5411
155.4086,198.5411,155.4086,73.99976,207.24,73.99976,207.24,198.5411
147.5544,200.5039,147.5544,75.96254,199.3858,75.96254,199.3858,200.5039
138.7184,201.4852,138.7184,76.94393,190.5499,76.94393,190.5499,201.4852
131.846,196.5783,131.846,76.94393,183.6774,76.94393,183.6774,196.5783
124.9736,196.5783,124.9736,76.94393,176.805,76.94393,176.805,196.5783
117.1194,196.5783,117.1194,76.94393,168.9508,76.94393,168.9508,196.5783
106.3199,198.5411,106.3199,78.90672,158.1513,78.90672,158.1513,198.5411
96.50215,199.5225,96.50215,79.88811,148.3336,79.88811,148.3336,199.5225
89.62973,197.5597,89.62973,77.92532,141.4612,77.92532,141.4612,197.5597
81.77554,195.5969,81.77554,75.96254,133.607,75.96254,133.607,195.5969
79.81199,195.5969,79.81199,75.96254,131.6434,75.96254,131.6434,195.5969
71.95779,197.5597,71.95779,77.92532,123.7892,77.92532,123.7892,197.5597
65.08537,196.5783,65.08537,76.94393,116.9168,76.94393,116.9168,196.5783
57.23118,195.5969,57.23118,75.96254,109.0626,75.96254,109.0626,195.5969
49.37698,195.5969,49.37698,77.92532,101.2084,77.92532,101.2084,195.5969
41.52279,197.5597,41.52279,79.88811,93.35422,79.88811,93.35422,197.5597
34.65037,197.5597,34.65037,79.88811,86.4818,79.88811,86.4818,197.5597
26.79618,198.5411,26.79618,80.8695,78.6276,80.8695,78.6276,198.5411
19.92376,198.5411,19.92376,80.8695,71.75518,80.8695,71.75518,198.5411
15.01489,198.5411,15.01489,80.8695,66.84631,80.8695,66.84631,198.5411
9.124244,198.5411,9.124244,80.8695,60.95566,80.8695,60.95566,198.5411
0.9817742,197.5597,0.9817742,79.88811,52.81319,79.88811,52.81319,197.5597
